Distance_km,Preparation_Time_min,Courier_Experience_yrs,Max_Allowed_Time,Weather_Clear,Weather_Foggy,Weather_Rainy,Weather_Snowy,Weather_Windy,Traffic_Level_High,Traffic_Level_Low,Traffic_Level_Medium,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Vehicle_Type_Bike,Vehicle_Type_Car,Vehicle_Type_Scooter
0.315661216147132,1.2661585821548949,0.5099038650572403,-0.2947250154343645,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.8020326312375475,-0.818625032809257,0.5099038650572403,-0.04772653516789227,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.8126059228699479,0.2932595618382906,-0.18859458022665052,-0.4084726913791691,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
-1.4817983613609251,0.8492018591620645,-0.5378438028685959,-1.2522298687212337,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
-1.293241327249786,-0.12369716115453976,-0.18859458022665052,-1.1828888410902036,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
-1.6703553954720647,-0.5406538841473701,-0.18859458022665052,-1.3215708963522634,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.1412019042125264,0.710216284831121,-0.8870930255105413,-0.38332229639951215,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1.5527363371379717,-1.2355817558020874,1.208402310341131,0.33351024959122827,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-0.2376743792818191,0.2932595618382906,-0.5378438028685959,0.297444891784203,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.6822019927370104,-0.6796394584783136,0.5099038650572403,1.278458421016474,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1.417045761188834,1.5441297308167818,0.8591530876991856,0.26460125328500206,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
1.1914822063642934,-0.818625032809257,0.5099038650572403,1.8215866009937274,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.7474039578034793,-0.818625032809257,1.5576515329830765,-0.07546911809637276,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1.3941369626519664,0.5712307105001776,-0.8870930255105413,2.037710271226891,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1.3818014557474991,-1.096596181471144,1.208402310341131,2.024554917386611,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
-0.1125570949650816,1.2661585821548949,1.208402310341131,-0.7486973596622596,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0.5042182502582714,-0.12369716115453976,-0.18859458022665052,-0.5218809141401993,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
-1.3073390494263197,1.5441297308167818,-1.2363422481524866,-0.8433122197943191,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1.3500815808502982,1.6831153051477252,-0.5378438028685959,1.9907268646544642,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1.1967688521804938,1.5441297308167818,0.5099038650572403,1.8272246097824192,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
1.2760685394234963,-1.5135529044639744,0.16065464241529487,0.1930074908889232,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1.369465948843032,-0.2626827354854832,-0.5378438028685959,2.0113995635463318,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
-0.8262542801521043,0.2932595618382906,-1.2363422481524866,-0.3302534200234187,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-1.154026320756515,-1.096596181471144,-1.585591470794432,-0.679809964922274,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
-0.010348609185211658,-0.9576106071402005,-1.2363422481524866,0.5398792696979253,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
0.856661304671616,1.2661585821548949,-1.2363422481524866,-0.019983952239411545,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
-0.08259943533994732,0.710216284831121,0.8591530876991856,0.46282648291914535,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-0.4350424897532919,0.5712307105001776,-1.2363422481524866,-0.6759618001934846,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-0.3363584345175553,-1.5135529044639744,0.16065464241529487,0.19220206106196705,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
0.10771981404325877,-1.2355817558020874,1.5576515329830765,-0.4003258149685808,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-1.1769351192933823,-0.9576106071402005,0.16065464241529487,-0.7042413363399359,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0.8214169992302817,-0.9576106071402005,-1.585591470794432,1.4269259857853434,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
-1.4694628544564585,0.988187433493008,0.8591530876991856,-1.2012810317747138,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.2909902023381978,-0.9576106071402005,0.5099038650572403,0.8612457706533242,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
-0.9866158699101761,-1.2355817558020874,-0.5378438028685959,-1.0701286653163793,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
0.7015863607297442,0.015288413176403701,-1.2363422481524866,1.2991311199083417,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0.14472633475665977,-1.2355817558020874,-0.8870930255105413,-0.3815324523396102,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
-1.1487396749403147,1.5441297308167818,0.8591530876991856,-0.6741719561335827,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
-0.14603918513434924,-0.4016683098164267,-0.8870930255105413,0.395170377454851,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.9518209293632189,1.2661585821548949,-0.8870930255105413,0.02834183737794146,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0.010797974079588879,1.6831153051477252,-0.5378438028685959,-0.44954652661588523,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0.42491856301526904,-1.2355817558020874,1.208402310341131,-0.2392398495774033,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.08128658496225785,-0.4016683098164267,-1.2363422481524866,0.6376047553685731,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1.4910588026156362,-0.818625032809257,1.208402310341131,2.14107376568623,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.8319902908626818,-0.818625032809257,-1.585591470794432,1.4382020033627252,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.38967425757393437,-0.6796394584783136,-1.585591470794432,-0.5640039683085819,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
0.31389900087506534,1.1271730078239515,-1.585591470794432,-0.591869988758435,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.9112899781056845,0.988187433493008,0.16065464241529487,0.007758630689068949,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-1.6210133678541965,-1.5135529044639744,1.208402310341131,-1.1778340745899978,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
0.3279967230515991,-0.12369716115453976,-0.18859458022665052,-0.2884605612247075,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
-0.24119880982595246,-0.818625032809257,1.5576515329830765,0.29368621925840876,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-0.09141051170028107,-1.5135529044639744,0.16065464241529487,0.45342980160465973,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
-0.6130262322320309,0.5712307105001776,1.5576515329830765,-0.9327427040287315,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
-0.847400863416905,0.015288413176403701,0.5099038650572403,-0.8853735552020154,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
-0.37512717050302335,0.710216284831121,-0.8870930255105413,-0.8452563607559368,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
-1.571671340236328,0.710216284831121,-0.18859458022665052,-1.1252126592288798,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
-0.7046614263795006,-0.12369716115453976,1.5576515329830765,-0.20057921788352084,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-1.3302478479631872,0.015288413176403701,0.5099038650572403,-1.1964978278215272,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
